frame.encap_type,frame.time_epoch,frame.len,frame.cap_len,eth.src,eth.dst,ip.version,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.hdr_len,tcp.checksum,udp.srcport,udp.dstport,udp.length,udp.checksum,quic
1,1644570361.132745000,42,42,1c:3b:f3:ae:c6:f0,ff:ff:ff:ff:ff:ff,,,,,,,,,,,,,,,,,,,,,,,,,
1,1644570361.664174000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x58ed,0x00,0,0,0,0,64,17,0x1aaf,192.168.0.103,142.250.183.10,61,0x00,,,,,51876,443,41,0xfdc4,
1,1644570361.664648000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xa385,0x00,0,0,0,0,64,17,0x3e9c,192.168.0.103,142.250.67.196,1278,0x00,,,,,55366,443,1258,0x16bf,quic
1,1644570361.665069000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xa432,0x00,0,0,0,0,64,17,0x3def,192.168.0.103,142.250.67.196,1278,0x00,,,,,55175,443,1258,0xf2d0,quic
1,1644570361.709253000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xa921,142.250.67.196,192.168.0.103,1278,0x00,,,,,443,55366,1258,0x6323,quic
1,1644570361.710196000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xa7a1,142.250.67.196,192.168.0.103,1278,0x80,,,,,443,55175,1258,0xcc50,quic
1,1644570361.710457000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xce32,0x00,0,0,0,0,64,17,0x13ef,192.168.0.103,142.250.67.196,1278,0x00,,,,,55366,443,1258,0xbffd,quic
1,1644570361.711418000,1292,1292,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xc78a,0x00,0,0,0,0,64,17,0x1a97,192.168.0.103,142.250.67.196,1278,0x00,,,,,55175,443,1258,0xdf75,quic
1,1644570361.722291000,441,441,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x4a68,0x40,0,1,0,0,110,6,0x9acf,20.50.80.210,192.168.0.103,427,0x02,443,62444,20,0xbf26,,,,,
1,1644570361.722353000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x14bd,192.168.0.103,20.50.80.210,40,0x00,62444,443,20,0x1546,,,,,
1,1644570361.723108000,85,85,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x149c,192.168.0.103,20.50.80.210,71,0x02,62444,443,20,0x7ebd,,,,,
1,1644570361.723111000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x14bd,192.168.0.103,20.50.80.210,40,0x00,62444,443,20,0x151f,,,,,
1,1644570361.726793000,67,67,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0x3aa4,142.250.183.10,192.168.0.103,53,0x00,,,,,443,51876,33,0x05fc,
1,1644570361.770228000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xa921,142.250.67.196,192.168.0.103,1278,0x00,,,,,443,55366,1258,0x3e64,quic
1,1644570361.770229000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xa921,142.250.67.196,192.168.0.103,1278,0x00,,,,,443,55366,1258,0x4a4f,quic
1,1644570361.770231000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xa921,142.250.67.196,192.168.0.103,1278,0x00,,,,,443,55366,1258,0xad19,quic
1,1644570361.770232000,669,669,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xab90,142.250.67.196,192.168.0.103,655,0x00,,,,,443,55366,635,0x20e1,quic
1,1644570361.770679000,83,83,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7986,0x00,0,0,0,0,64,17,0x6d54,192.168.0.103,142.250.67.196,69,0x00,,,,,55366,443,49,0x5bf8,quic
1,1644570361.771134000,83,83,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7127,0x00,0,0,0,0,64,17,0x75b3,192.168.0.103,142.250.67.196,69,0x00,,,,,55366,443,49,0xfed5,quic
1,1644570361.771899000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xa7a1,142.250.67.196,192.168.0.103,1278,0x80,,,,,443,55175,1258,0x6804,quic
1,1644570361.771900000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xa7a1,142.250.67.196,192.168.0.103,1278,0x80,,,,,443,55175,1258,0x9f61,quic
1,1644570361.771901000,1292,1292,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xa7a1,142.250.67.196,192.168.0.103,1278,0x80,,,,,443,55175,1258,0x2e34,quic
1,1644570361.771902000,682,682,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xaa03,142.250.67.196,192.168.0.103,668,0x80,,,,,443,55175,648,0xc6cc,quic
1,1644570361.772166000,83,83,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xdb38,0x00,0,0,0,0,64,17,0x0ba2,192.168.0.103,142.250.67.196,69,0x00,,,,,55175,443,49,0x2bd3,quic
1,1644570361.772488000,83,83,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x06a6,0x00,0,0,0,0,64,17,0xe034,192.168.0.103,142.250.67.196,69,0x00,,,,,55175,443,49,0xa723,quic
1,1644570361.777029000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x8e0e,0x00,0,0,0,0,64,6,0x884d,192.168.0.103,216.58.203.42,40,0x00,60834,443,20,0xa146,,,,,
1,1644570361.779256000,125,125,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x68a8,0x00,0,0,0,0,64,17,0x7e08,192.168.0.103,142.250.67.196,111,0x00,,,,,55366,443,91,0x5504,quic
1,1644570361.779421000,113,113,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xf85e,0x00,0,0,0,0,64,17,0xee5d,192.168.0.103,142.250.67.196,99,0x00,,,,,55366,443,79,0xaafe,quic
1,1644570361.779818000,125,125,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xdaca,0x00,0,0,0,0,64,17,0x0be6,192.168.0.103,142.250.67.196,111,0x00,,,,,55175,443,91,0x940b,quic
1,1644570361.779958000,113,113,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x3bb3,0x00,0,0,0,0,64,17,0xab09,192.168.0.103,142.250.67.196,99,0x00,,,,,55175,443,79,0x5ba6,quic
1,1644570361.805327000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x9c00,0x00,0,0,0,0,64,17,0x4ae2,192.168.0.103,142.250.67.196,61,0x00,,,,,55366,443,41,0x0f1f,quic
1,1644570361.805390000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xa7ee,0x00,0,0,0,0,64,17,0x3ef4,192.168.0.103,142.250.67.196,61,0x00,,,,,55175,443,41,0x9d71,quic
1,1644570361.811832000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x784f,0x00,0,0,0,0,121,6,0x6480,216.58.203.42,192.168.0.103,52,0x80,443,60834,32,0xcf10,,,,,
1,1644570361.815477000,665,665,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xaa14,142.250.67.196,192.168.0.103,651,0x80,,,,,443,55175,631,0xefe4,quic
1,1644570361.815477000,147,147,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xac1a,142.250.67.196,192.168.0.103,133,0x80,,,,,443,55175,113,0xba1a,quic
1,1644570361.815778000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0xa14c,0x00,0,0,0,0,64,17,0x4596,192.168.0.103,142.250.67.196,61,0x00,,,,,55175,443,41,0xba37,quic
1,1644570361.820404000,665,665,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xab94,142.250.67.196,192.168.0.103,651,0x00,,,,,443,55366,631,0xf482,quic
1,1644570361.820405000,147,147,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xad9a,142.250.67.196,192.168.0.103,133,0x00,,,,,443,55366,113,0xe7e2,quic
1,1644570361.820915000,75,75,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x05b5,0x00,0,0,0,0,64,17,0xe12d,192.168.0.103,142.250.67.196,61,0x00,,,,,55366,443,41,0x6448,quic
1,1644570361.840752000,67,67,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,58,17,0xac6a,142.250.67.196,192.168.0.103,53,0x80,,,,,443,55175,33,0x3634,quic
1,1644570361.843763000,67,67,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,57,17,0xadea,142.250.67.196,192.168.0.103,53,0x00,,,,,443,55366,33,0xd902,quic
1,1644570361.879929000,54,54,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x4a69,0x40,0,1,0,0,110,6,0x9c53,20.50.80.210,192.168.0.103,40,0x00,443,62444,20,0x1d1a,,,,,
1,1644570362.010197000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x2ec1,0x00,0,0,0,0,64,6,0xe79a,192.168.0.103,216.58.203.42,40,0x00,60840,443,20,0x54de,,,,,
1,1644570362.052233000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x1b94,0x00,0,0,0,0,57,6,0x01bc,216.58.203.42,192.168.0.103,52,0x00,443,60840,32,0x7514,,,,,
1,1644570362.156509000,42,42,1c:3b:f3:ae:c6:f0,ff:ff:ff:ff:ff:ff,,,,,,,,,,,,,,,,,,,,,,,,,
1,1644570362.310025000,79,79,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x9d5d,0x00,0,0,0,0,64,17,0x5b96,192.168.0.103,192.168.0.1,65,0x00,,,,,58453,53,45,0x7aac,
1,1644570362.319774000,79,79,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xef19,0x00,0,0,0,0,63,17,0x0ada,192.168.0.1,192.168.0.103,65,0x00,,,,,53,58453,45,0xfa28,
1,1644570362.323733000,88,88,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x7025,0x00,0,0,0,0,64,17,0x88c5,192.168.0.103,192.168.0.1,74,0x00,,,,,59600,53,54,0x16fe,
1,1644570362.368645000,77,77,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xef1a,0x00,0,0,0,0,63,17,0x0adb,192.168.0.1,192.168.0.103,63,0x00,,,,,53,59600,43,0x9bbd,
1,1644570362.372504000,238,238,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x06e2,0x00,0,0,0,0,64,17,0x02fa,192.168.0.103,208.67.222.222,224,0x00,,,,,56599,443,204,0x3f12,
1,1644570362.373584000,1474,1474,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x76d2,192.168.0.103,34.68.219.28,1460,0x02,61023,5986,32,0x8b8a,,,,,
1,1644570362.373588000,1474,1474,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0001,0x40,0,1,0,0,64,6,0x76d1,192.168.0.103,34.68.219.28,1460,0x02,61023,5986,32,0x680d,,,,,
1,1644570362.373635000,761,761,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x799b,192.168.0.103,34.68.219.28,747,0x02,61023,5986,32,0x8be0,,,,,
1,1644570362.403454000,666,666,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x84f6,0x40,0,1,0,0,56,17,0x4b39,208.67.222.222,192.168.0.103,652,0x00,,,,,443,56599,632,0xf924,
1,1644570362.778122000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d0,0x40,0,1,0,0,57,6,0x2a84,34.68.219.28,192.168.0.103,52,0x00,5986,61023,32,0x5239,,,,,
1,1644570362.781238000,1474,1474,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d1,0x40,0,1,0,0,57,6,0x2503,34.68.219.28,192.168.0.103,1460,0x00,5986,61023,32,0xa2e0,,,,,
1,1644570362.781239000,1474,1474,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d2,0x40,0,1,0,0,57,6,0x2502,34.68.219.28,192.168.0.103,1460,0x00,5986,61023,32,0xcfd8,,,,,
1,1644570362.781240000,1368,1368,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d3,0x40,0,1,0,0,57,6,0x256b,34.68.219.28,192.168.0.103,1354,0x00,5986,61023,32,0x6065,,,,,
1,1644570362.781242000,1474,1474,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d4,0x40,0,1,0,0,57,6,0x2500,34.68.219.28,192.168.0.103,1460,0x00,5986,61023,32,0x9759,,,,,
1,1644570362.781311000,1474,1474,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d5,0x40,0,1,0,0,57,6,0x24ff,34.68.219.28,192.168.0.103,1460,0x00,5986,61023,32,0x789b,,,,,
1,1644570362.781312000,1474,1474,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d6,0x40,0,1,0,0,57,6,0x24fe,34.68.219.28,192.168.0.103,1460,0x00,5986,61023,32,0xe5ac,,,,,
1,1644570362.781356000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x7c54,192.168.0.103,34.68.219.28,52,0x00,61023,5986,32,0x4128,,,,,
1,1644570362.781464000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x7c54,192.168.0.103,34.68.219.28,52,0x00,61023,5986,32,0x3654,,,,,
1,1644570362.781544000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x7c54,192.168.0.103,34.68.219.28,52,0x00,61023,5986,32,0x35d1,,,,,
1,1644570362.781552000,960,960,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x58d7,0x40,0,1,0,0,57,6,0x26ff,34.68.219.28,192.168.0.103,946,0x00,5986,61023,32,0x16d7,,,,,
1,1644570362.781630000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x7c54,192.168.0.103,34.68.219.28,52,0x00,61023,5986,32,0x3261,,,,,
1,1644570362.786613000,90,90,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb450,0x40,0,1,0,0,53,6,0x6a60,17.253.83.205,192.168.0.103,76,0x22,443,61944,32,0xbfda,,,,,
1,1644570362.786674000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x13eb,192.168.0.103,17.253.83.205,52,0x00,61944,443,32,0xa3ea,,,,,
1,1644570362.787144000,90,90,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x13d1,192.168.0.103,17.253.83.205,76,0x02,61944,443,32,0x60f1,,,,,
1,1644570362.787804000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x13eb,192.168.0.103,17.253.83.205,52,0x00,61944,443,32,0xa3cf,,,,,
1,1644570362.793421000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb451,0x40,0,1,0,0,53,6,0x6a79,17.253.83.205,192.168.0.103,52,0x20,443,61944,32,0x6c91,,,,,
1,1644570362.793488000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x13eb,192.168.0.103,17.253.83.205,52,0x00,61944,443,32,0xa3c8,,,,,
1,1644570362.879235000,54,54,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,53,6,0x1ed7,17.253.83.205,192.168.0.103,40,0x20,443,61944,20,0x5111,,,,,
1,1644570362.894202000,90,90,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb52a,0x40,0,1,0,0,27,6,0x57ff,170.72.231.10,192.168.0.103,76,0x20,443,51391,32,0x579f,,,,,
1,1644570362.894293000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xe861,192.168.0.103,170.72.231.10,52,0x00,51391,443,32,0xd150,,,,,
1,1644570362.894549000,94,94,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xe845,192.168.0.103,170.72.231.10,80,0x00,51391,443,32,0x8491,,,,,
1,1644570363.180972000,42,42,1c:3b:f3:ae:c6:f0,ff:ff:ff:ff:ff:ff,,,,,,,,,,,,,,,,,,,,,,,,,
1,1644570363.187436000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb52b,0x40,0,1,0,0,27,6,0x5816,170.72.231.10,192.168.0.103,52,0x20,443,51391,32,0xd80e,,,,,
1,1644570363.486889000,86,86,38:f9:d3:18:46:54,ff:ff:ff:ff:ff:ff,4,20,,0x3993,0x00,0,0,0,0,64,17,0xbe5b,192.168.0.103,192.168.0.255,72,0x00,,,,,57621,57621,52,0xdcce,
1,1644570363.527320000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xdd2f,192.168.0.103,216.58.196.74,52,0x00,62097,443,32,0x98e8,,,,,
1,1644570363.528563000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2a57,192.168.0.103,142.250.192.99,52,0x00,62096,443,32,0xcf8f,,,,,
1,1644570363.529340000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x06e0,192.168.0.103,104.18.10.207,40,0x00,62098,443,20,0x2018,,,,,
1,1644570363.530251000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xc062,192.168.0.103,139.59.46.35,40,0x00,62110,443,20,0xb056,,,,,
1,1644570363.530610000,78,78,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x05c8,192.168.0.103,104.18.11.207,64,0x00,62462,443,44,0xceb9,,,,,
1,1644570363.532362000,78,78,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xdd23,192.168.0.103,216.58.196.74,64,0x00,62463,443,44,0xc309,,,,,
1,1644570363.532739000,78,78,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2a4b,192.168.0.103,142.250.192.99,64,0x00,62464,443,44,0xded7,,,,,
1,1644570363.565686000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xeb13,0x00,0,0,0,0,121,6,0xf89b,216.58.196.74,192.168.0.103,52,0x80,443,62097,32,0x14ac,,,,,
1,1644570363.565686000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x644b,0x00,0,0,0,0,121,6,0xcc8b,142.250.192.99,192.168.0.103,52,0x80,443,62096,32,0x4b6e,,,,,
1,1644570363.565791000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2a57,192.168.0.103,142.250.192.99,52,0x00,62096,443,32,0x444e,,,,,
1,1644570363.565847000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xdd2f,192.168.0.103,216.58.196.74,52,0x00,62097,443,32,0x0d8b,,,,,
1,1644570363.566012000,138,138,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x8200,192.168.0.103,172.67.75.39,124,0x02,61199,443,20,0x5dcc,,,,,
1,1644570363.566228000,93,93,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x822d,192.168.0.103,172.67.75.39,79,0x02,61199,443,20,0xe141,,,,,
1,1644570363.567390000,54,54,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x7754,0x40,0,1,0,0,56,6,0x978b,104.18.10.207,192.168.0.103,40,0x00,443,62098,20,0x2fd4,,,,,
1,1644570363.567390000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x0000,0x40,0,1,0,0,56,6,0x0dd4,104.18.11.207,192.168.0.103,52,0x00,443,62462,32,0x9faa,,,,,
1,1644570363.567446000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x06e0,192.168.0.103,104.18.10.207,40,0x00,62098,443,20,0x2017,,,,,
1,1644570363.567481000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x05e0,192.168.0.103,104.18.11.207,40,0x00,62462,443,20,0xd083,,,,,
1,1644570363.567859000,618,618,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x03aa,192.168.0.103,104.18.11.207,604,0x02,62462,443,20,0xf62a,,,,,
1,1644570363.569084000,74,74,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x46df,0x00,0,0,0,0,121,6,0x9cc8,216.58.196.74,192.168.0.103,60,0x80,443,62463,40,0x4933,,,,,
1,1644570363.569126000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xdd2f,192.168.0.103,216.58.196.74,52,0x00,62463,443,32,0x6fb1,,,,,
1,1644570363.569536000,666,666,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0xdad7,192.168.0.103,216.58.196.74,652,0x00,62463,443,32,0xc08e,,,,,
1,1644570363.572138000,74,74,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x9f1e,0x00,0,0,0,0,57,6,0xd230,142.250.192.99,192.168.0.103,60,0x00,443,62464,40,0x2224,,,,,
1,1644570363.572186000,66,66,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2a57,192.168.0.103,142.250.192.99,52,0x00,62464,443,32,0x489f,,,,,
1,1644570363.572578000,664,664,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x2801,192.168.0.103,142.250.192.99,650,0x00,62464,443,32,0x57cc,,,,,
1,1644570363.604183000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x46e3,0x00,0,0,0,0,121,6,0x9ccc,216.58.196.74,192.168.0.103,52,0x80,443,62463,32,0x743c,,,,,
1,1644570363.605685000,54,54,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x09e1,0x40,0,1,0,0,56,6,0x03ff,104.18.11.207,192.168.0.103,40,0x00,443,62462,20,0xde0c,,,,,
1,1644570363.607254000,54,54,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb912,0x40,0,1,0,0,56,6,0xd143,172.67.75.39,192.168.0.103,40,0x00,443,61199,20,0x5b10,,,,,
1,1644570363.609142000,93,93,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb913,0x40,0,1,0,0,56,6,0xd119,172.67.75.39,192.168.0.103,79,0x02,443,61199,20,0xee80,,,,,
1,1644570363.609142000,266,266,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x09e2,0x40,0,1,0,0,56,6,0x0328,104.18.11.207,192.168.0.103,252,0x02,443,62462,20,0xdfa2,,,,,
1,1644570363.609143000,66,66,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0x9f39,0x00,0,0,0,0,57,6,0xd21d,142.250.192.99,192.168.0.103,52,0x00,443,62464,32,0x4d29,,,,,
1,1644570363.609208000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x8256,192.168.0.103,172.67.75.39,40,0x00,61199,443,20,0x4b33,,,,,
1,1644570363.609279000,54,54,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x05e0,192.168.0.103,104.18.11.207,40,0x00,62462,443,20,0xcd7f,,,,,
1,1644570363.610163000,118,118,38:f9:d3:18:46:54,1c:3b:f3:ae:c6:f0,4,20,,0x0000,0x40,0,1,0,0,64,6,0x059e,192.168.0.103,104.18.11.207,104,0x02,62462,443,20,0x7647,,,,,
1,1644570363.639116000,1445,1445,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb914,0x40,0,1,0,0,56,6,0xcbd0,172.67.75.39,192.168.0.103,1431,0x02,443,61199,20,0xa0e9,,,,,
1,1644570363.639117000,1445,1445,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb915,0x40,0,1,0,0,56,6,0xcbcf,172.67.75.39,192.168.0.103,1431,0x02,443,61199,20,0x66fc,,,,,
1,1644570363.639118000,1514,1514,1c:3b:f3:ae:c6:f0,38:f9:d3:18:46:54,4,20,,0xb916,0x40,0,1,0,0,56,6,0xcb89,172.67.75.39,192.168.0.103,1500,0x02,443,61199,20,0xcca3,,,,,
